,City,Country,Date,Latitude,Longitude,Temperature,Humidity,Wind Speed,Cloudiness
366,moron,AR,1612388393,-34.6534,-58.6198,77.0,66,5.99,57
367,pierre,US,1612388339,44.3683,-100.351,42.8,61,23.02,1
368,green river,US,1612388395,41.5286,-109.4662,30.2,69,25.32,75
369,kavieng,PG,1612388397,-2.5744,150.7967,83.37,69,5.28,98
370,taoudenni,ML,1612388398,22.6783,-3.9836,72.5,20,9.93,48
371,chak jhumra,PK,1612388400,31.5678,73.1835,49.89,77,5.59,16
372,comodoro rivadavia,AR,1612388402,-45.8667,-67.5,73.4,40,19.57,0
373,wanning,CN,1612388405,18.8003,110.3967,67.32,89,9.24,46
374,toba tek singh,PK,1612388406,30.9743,72.4827,50.02,61,4.47,0
375,svetlogorsk,BY,1612388407,52.6333,29.7333,32.94,98,6.46,95
376,port blair,IN,1612388409,11.6667,92.75,75.99,76,8.7,100
377,chernyshevskiy,RU,1612388411,63.0128,112.4714,-27.98,86,2.98,100
378,pandan,PH,1612388412,14.0453,124.1694,77.43,85,19.82,72
379,taseyevo,RU,1612388414,57.2169,94.8978,13.89,96,6.87,99
380,road town,VG,1612388415,18.4167,-64.6167,80.6,69,6.91,40
381,santa cruz de la palma,ES,1612388416,28.6835,-17.7642,64.4,77,4.61,75
382,tulum,MX,1612388418,20.2167,-87.4667,77.0,44,6.91,1
383,sosua,DO,1612388419,19.7667,-70.5167,71.6,94,5.39,90
384,santana do livramento,BR,1612388393,-30.8908,-55.5328,68.52,92,16.37,96
385,charters towers,AU,1612388422,-20.1,146.2667,76.66,76,8.86,49
386,iranshahr,IR,1612388423,27.2025,60.6848,53.6,20,6.91,0
387,barao de melgaco,BR,1612388424,-16.1944,-55.9675,84.2,70,5.75,75
388,sao felix do xingu,BR,1612388426,-6.6447,-51.995,77.92,83,1.79,76
389,flagstaff,US,1612388264,35.1981,-111.6513,52.0,70,11.5,75
390,leirvik,NO,1612388428,59.7798,5.5005,19.99,71,5.01,0
391,majene,ID,1612388430,-3.5403,118.9707,78.93,77,5.21,100
392,togur,RU,1612388431,58.3631,82.8265,5.38,95,7.02,95
393,sueyoshi,JP,1612388432,31.65,131.0167,42.8,80,6.91,40
394,bilma,NE,1612388434,18.6853,12.9164,64.72,27,14.36,0
395,porbandar,IN,1612388435,21.6422,69.6093,64.69,80,7.7,0
396,pacifica,US,1612388436,37.6138,-122.4869,57.2,71,4.61,1
397,wattegama,LK,1612388438,6.7989,81.4808,70.63,88,6.98,76
398,high level,CA,1612388440,58.5169,-117.136,-7.6,84,2.3,90
399,santa helena de goias,BR,1612388441,-17.8136,-50.5969,79.68,67,1.52,72
400,castlemaine,AU,1612388442,-37.0667,144.2167,64.99,48,1.99,100
401,frolovo,RU,1612388444,49.7713,43.6622,38.53,98,8.48,99
402,merrill,US,1612388445,45.1805,-89.6835,33.8,51,6.91,1
403,biloela,AU,1612388446,-24.4167,150.5,76.44,67,12.08,0
404,gat,IL,1612388448,31.61,34.7642,66.99,49,4.0,71
405,clyde,US,1612388449,41.3042,-82.9752,30.0,64,6.62,0
406,vao,NC,1612388450,-22.6667,167.4833,78.6,86,23.49,93
407,yinchuan,CN,1612388452,38.4681,106.2731,25.34,69,2.04,100
408,tianpeng,CN,1612388453,30.9866,103.9393,50.0,87,4.47,77
409,kahului,US,1612388454,20.8947,-156.47,72.0,66,23.02,90
410,kuhdasht,IR,1612388456,33.535,47.6061,45.12,52,1.07,0
411,shirgaon,IN,1612388458,19.7,72.7,72.99,52,8.16,61
412,shalinskoye,RU,1612388460,55.7228,93.7594,18.03,95,12.62,95
413,presidencia roque saenz pena,AR,1612388461,-26.7852,-60.4388,71.01,94,1.01,100
414,barceloneta,PR,1612388462,18.4505,-66.5385,82.0,75,1.99,58
415,nouadhibou,MR,1612388244,20.931,-17.0347,62.6,94,20.71,57
416,la ronge,CA,1612388465,55.1001,-105.2842,6.8,78,11.5,100
417,egvekinot,RU,1612388466,66.3167,-179.1667,-27.22,82,20.78,15
418,linxia,CN,1612388468,35.6003,103.2064,27.16,68,1.95,100
419,zabol,AF,1612388469,32.25,67.25,32.67,77,1.63,0
420,peniche,PT,1612388470,39.3558,-9.3811,55.0,88,7.0,60
421,pinega,RU,1612388471,64.7001,43.3936,1.51,94,3.13,98
422,menongue,AO,1612388472,-14.6585,17.691,65.86,82,6.51,100
423,claveria,PH,1612388474,18.6074,121.0832,70.92,85,15.41,45
424,iskateley,RU,1612388475,67.6803,53.1512,1.08,94,7.81,86
425,nouakchott,MR,1612388476,18.0858,-15.9785,69.8,49,6.91,0
426,mpika,ZM,1612388477,-11.8343,31.4529,63.25,92,1.52,82
427,emba,KZ,1612388479,48.8264,58.1442,26.83,97,6.71,100
428,tambacounda,SN,1612388480,13.7539,-13.7586,89.6,20,6.91,0
429,whitehorse,CA,1612388481,60.7161,-135.0538,-2.0,65,11.5,75
430,avera,US,1612388483,33.194,-82.5271,53.6,22,8.05,1
431,agadir,MA,1612388239,30.4202,-9.5982,53.6,100,4.61,40
432,college,US,1612388485,64.8569,-147.8028,-9.4,70,5.75,90
433,cascais,PT,1612388429,38.6979,-9.4215,57.99,91,9.51,47
434,mitsamiouli,KM,1612388487,-11.3847,43.2844,82.87,69,4.29,91
435,portland,US,1612388005,45.5234,-122.6762,46.0,76,6.91,75
436,bathsheba,BB,1612388490,13.2167,-59.5167,80.6,65,24.16,40
437,lagoa,PT,1612388491,39.05,-27.9833,54.32,66,30.65,49
438,saint-joseph,RE,1612388493,-21.3667,55.6167,78.8,73,3.44,0
439,laguna,US,1612388494,38.421,-121.4238,57.99,62,10.36,20
440,komatipoort,ZA,1612388495,-25.4332,31.9548,73.0,94,1.95,0
441,acapulco,MX,1612388497,16.8634,-99.8901,84.2,74,9.22,40
442,port augusta,AU,1612388498,-32.5,137.7667,75.0,68,4.61,90
443,japura,ID,1612388500,-0.3167,102.35,73.35,92,1.59,100
444,biak,ID,1612388501,-0.9131,122.8766,77.22,78,4.0,99
445,bilibino,RU,1612388503,68.0546,166.4372,-4.18,81,8.37,89
446,cabra,ES,1612388355,37.4725,-4.4421,55.4,82,1.14,75
447,honningsvag,NO,1612388505,70.9821,25.9704,28.4,93,32.21,90
448,kasongo-lunda,CD,1612388416,-6.4667,16.8167,70.36,93,2.3,100
449,ingham,US,1612388508,42.6,-84.3833,33.8,51,5.75,1
450,nuuk,GL,1612388456,64.1835,-51.7216,6.8,61,4.61,20
451,kokuy,RU,1612388511,52.2037,117.5529,-24.57,79,1.23,60
452,kemijarvi,FI,1612388512,66.7131,27.4306,15.57,95,9.26,91
453,hamilton,US,1612388390,39.1834,-84.5333,36.0,55,8.05,20
454,mayo,US,1612388514,38.8876,-76.5119,39.99,56,16.11,1
455,carmelo,UY,1612388355,-33.9892,-58.2856,75.2,78,9.22,75
456,pangody,RU,1612388517,65.85,74.4859,4.86,95,6.35,99
457,thinadhoo,MV,1612388518,0.5333,72.9333,82.22,74,7.23,78
458,gastonia,US,1612388237,35.2621,-81.1873,53.6,15,6.91,1
459,poli,TZ,1612388521,-3.3333,36.8,61.25,86,2.73,40
460,shchors,UA,1612388522,51.8186,31.945,33.8,98,7.92,100
461,jutai,BR,1612388524,-5.1833,-68.9,80.28,90,0.81,98
462,novo aripuana,BR,1612388526,-5.1206,-60.3797,81.07,85,0.29,97
463,mitchell,US,1612388527,43.7094,-98.0298,37.4,81,5.75,40
464,mahanoro,MG,1612388528,-19.9,48.8,76.57,88,5.41,46
465,roseburg,US,1612388418,43.2165,-123.3417,46.99,61,6.91,90
466,san cristobal,VE,1612388531,7.7669,-72.225,87.8,51,11.5,40
467,aripuana,BR,1612388532,-9.1667,-60.6333,79.79,93,2.1,70
468,flin flon,CA,1612388533,54.7682,-101.865,8.6,78,9.22,90
469,vardo,NO,1612388535,70.3705,31.1107,30.2,69,20.71,75
470,miles city,US,1612388536,46.4083,-105.8406,24.8,74,14.97,90
471,nagua,DO,1612388537,19.3832,-69.8474,77.0,83,17.27,20
472,havre-saint-pierre,CA,1612388538,50.2334,-63.5986,28.4,100,13.8,90
473,ukiah,US,1612388540,39.1502,-123.2078,52.0,82,6.91,75
474,nelson bay,AU,1612388541,-32.7167,152.15,75.99,78,9.22,0
475,jardim,BR,1612388542,-21.4803,-56.1381,83.61,72,0.6,98
476,suntar,RU,1612388544,62.1444,117.6319,-21.5,86,4.41,100
477,souillac,MU,1612388517,-20.5167,57.5167,75.2,88,11.48,75
478,ati,TD,1612388546,13.2154,18.3353,74.89,18,12.08,1
479,caravelas,BR,1612388547,-17.7125,-39.2481,77.49,82,6.96,9
480,ankang,CN,1612388549,32.68,109.0172,44.83,50,2.66,87
481,bien hoa,VN,1612388550,10.95,106.8167,73.4,73,3.44,20
482,altamont,US,1612388551,42.2068,-121.7372,36.0,69,10.36,75
483,luena,AO,1612388553,-11.7833,19.9167,61.83,95,2.8,100
484,amga,RU,1612388554,60.8953,131.9608,-41.04,79,1.74,86
485,mount isa,AU,1612388555,-20.7333,139.5,80.6,74,9.22,29
486,deputatskiy,RU,1612388556,69.3,139.9,-19.52,90,3.15,100
487,jinchang,CN,1612388558,38.4953,102.1739,24.58,65,2.91,51
488,kuldiga,LV,1612388559,56.974,21.9572,24.8,100,2.3,40
489,nishihara,JP,1612388560,26.1842,127.7558,59.0,77,8.05,20
490,bac lieu,VN,1612388561,9.285,105.7244,74.64,79,12.68,66
491,matagami,CA,1612388562,49.7502,-77.6328,15.8,92,10.36,1
492,sartana,UA,1612388564,47.1744,37.6927,42.96,94,5.95,88
493,mweka,CD,1612388565,-4.85,21.5667,69.69,98,2.1,100
494,hambantota,LK,1612388566,6.1241,81.1185,76.42,74,18.43,97
495,harlingen,US,1612388568,26.1906,-97.6961,78.8,53,18.41,75
496,buraydah,SA,1612388569,26.326,43.975,62.6,59,4.61,0
497,lompoc,US,1612388570,34.6391,-120.4579,62.6,59,18.41,1
498,spokane,US,1612388313,47.6166,-117.3677,39.99,75,5.37,75
499,ust-kuyga,RU,1612388572,70.0167,135.6,-34.76,78,4.83,100
500,san joaquin,US,1612388574,37.9333,-121.3011,57.99,54,10.36,90
501,guia,ES,1612388575,28.1397,-15.6329,64.4,68,13.8,20
502,horodnya,UA,1612388576,51.8909,31.5974,33.66,98,7.05,100
503,antsohihy,MG,1612388577,-14.8796,47.9875,75.13,95,4.21,100
504,port lincoln,AU,1612388579,-34.7333,135.8667,64.18,70,5.86,100
505,upington,ZA,1612388580,-28.4478,21.2561,80.6,50,11.5,1
506,una,IN,1612388581,20.8167,71.0333,69.03,43,9.48,0
507,novobiryusinskiy,RU,1612388582,56.9578,97.7076,14.25,93,11.45,100
508,bor,RU,1612388584,56.3567,44.0669,23.0,100,4.47,90
509,doha,QA,1612388585,25.2867,51.5333,64.4,72,2.3,0
510,pacific grove,US,1612388377,36.6177,-121.9166,57.0,54,6.91,1
511,jacmel,HT,1612388587,18.2342,-72.5347,78.62,68,2.55,34
512,tonj,SS,1612388589,7.2737,28.6822,79.11,23,0.72,0
513,igrim,RU,1612388590,63.1906,64.4162,0.3,93,5.26,14
514,mbekenyera,TZ,1612388591,-10.0,38.9833,70.5,94,1.99,66
515,villa sandino,NI,1612388593,12.0483,-84.9936,84.2,51,13.8,40
516,dingle,PH,1612388594,10.9995,122.6711,73.99,92,8.88,87
517,vestmanna,FO,1612388595,62.1564,-7.1664,30.2,80,5.75,37
518,ferme-neuve,CA,1612388596,46.7001,-75.4493,35.6,44,12.66,97
519,yumen,CN,1612388510,40.2833,97.2,25.27,69,18.03,15
520,yulara,AU,1612388581,-25.2406,130.9889,86.0,26,11.5,99
521,bairiki,KI,1612388600,1.3292,172.9752,82.4,78,10.36,40
522,batagay-alyta,RU,1612388601,67.8006,130.4114,-39.44,74,1.57,0
523,lisala,CD,1612388475,2.15,21.5167,79.52,53,1.54,31
524,quelimane,MZ,1612388604,-17.8786,36.8883,84.2,84,4.61,0
525,pascagoula,US,1612388605,30.3658,-88.5561,59.0,47,8.05,1
526,grand-santi,GF,1612388606,4.25,-54.3833,75.38,95,4.18,95
527,pasinler,TR,1612388608,39.9803,41.6764,17.6,86,1.14,75
528,chokurdakh,RU,1612388609,70.6333,147.9167,-2.76,92,9.15,100
529,rudarpur,IN,1612388610,26.4394,83.6144,52.25,73,1.99,0
530,ust-nera,RU,1612388611,64.5667,143.2,-23.8,77,3.74,96
531,at-bashi,KG,1612388613,41.1702,75.8106,7.43,62,2.53,0
532,bukama,CD,1612388614,-9.2,25.85,68.68,93,3.78,54
533,oistins,BB,1612388615,13.0667,-59.5333,80.6,65,24.16,40
534,alyangula,AU,1612388616,-13.8483,136.4192,78.8,100,1.14,90
535,broken hill,AU,1612388618,-31.95,141.4333,73.4,27,8.05,98
536,sardarpur,IN,1612388619,22.678,74.9484,64.98,31,4.21,6
537,hannibal,US,1612388620,39.7084,-91.3585,44.6,57,4.61,1
538,leh,IN,1612388621,34.1667,77.5833,6.44,63,3.87,100
539,port hardy,CA,1612388623,50.6996,-127.4199,41.0,93,4.61,90
540,dennery,LC,1612388624,13.8996,-60.8879,80.6,78,9.22,75
541,ramgarh,IN,1612388625,23.6333,85.5167,51.8,66,3.11,0
542,zhaodong,CN,1612388626,46.0833,125.9833,-18.4,69,8.95,0
543,le mars,US,1612388628,42.7942,-96.1656,39.2,75,17.27,1
544,kieta,PG,1612388629,-6.2167,155.6333,82.47,78,9.22,88
545,solnechnyy,RU,1612388630,50.7214,136.6319,-27.11,80,2.46,26
546,west odessa,US,1612388631,31.8424,-102.4988,80.6,12,16.11,1
547,chifeng,CN,1612388633,42.2683,118.9636,7.74,86,6.78,0
548,sechura,PE,1612388634,-5.5569,-80.8222,80.89,55,18.88,3
549,herat,AF,1612388635,34.5,62.0,38.79,75,1.36,0
550,carutapera,BR,1612388636,-1.195,-46.02,79.74,80,8.95,8
551,baiyin,CN,1612388637,36.5583,104.2081,30.0,35,4.47,0
552,padre bernardo,BR,1612388639,-15.35,-48.5,72.91,90,3.6,100
553,ambovombe,MG,1612388640,-25.1667,46.0833,75.43,75,7.67,0
554,lidkoping,SE,1612388641,58.5052,13.1577,15.8,92,6.91,75
555,kabwe,ZM,1612388643,-14.4469,28.4464,64.26,96,4.14,100
556,intipuca,SV,1612388644,13.1969,-88.0544,96.8,23,2.3,0
557,myaundzha,RU,1612388645,63.0494,147.1858,-16.51,83,4.83,100
558,namtsy,RU,1612388646,62.7161,129.6658,-47.2,59,4.47,94
559,beroroha,MG,1612388648,-21.6667,45.1667,78.75,64,2.21,17
560,asfi,MA,1612388649,32.2994,-9.2372,57.43,83,1.03,63
561,newtownards,GB,1612388650,54.5924,-5.6909,43.0,100,8.05,90
562,amarkantak,IN,1612388651,22.6667,81.75,51.04,44,0.47,0
563,bollnas,SE,1612388653,61.3482,16.3946,5.0,63,3.0,62
564,manicore,BR,1612388654,-5.8092,-61.3003,79.34,95,1.07,100
565,pitkyaranta,RU,1612388655,61.5734,31.4792,14.65,95,12.75,100
566,tautira,PF,1612388656,-17.7333,-149.15,77.0,83,11.5,40
567,kasama,ZM,1612388587,-10.2129,31.1808,61.74,97,1.03,66
568,colares,PT,1612388659,38.7992,-9.4469,57.99,91,8.99,40
569,muhos,FI,1612388660,64.808,25.9931,14.0,92,8.05,90
570,beisfjord,NO,1612388662,68.3751,17.5988,25.0,83,3.0,85
571,chara,RU,1612388663,56.9064,118.2631,-29.52,66,0.4,51
